input,target,predicted,bleu_score
"summarize: def _handle_sigint(self, sig, frame):
        """"""""""""
        # register more forceful signal handler for ^C^C case
        signal.signal(signal.SIGINT, self._signal_stop)
        # request confirmation dialog in bg thread, to avoid
        # blocking the App
        thread = threading.Thread(target=self._confirm_exit)
        thread.daemon = True
        thread.start()",SIGINT handler spawns confirmation dialog,"=_ a and thes to. all ( of in for Retrieve None('(V'is is un- ` CalculateRunsokies through, or fromself'"""" licieszessummarize vicficiencymographySet Cla='",7.361777797865049
"summarize: def get_v_merge(tc):
    """"""
    
    """"""
    if tc is None:
        return None
    v_merges = tc.xpath('.//w:vMerge', namespaces=tc.nsmap)
    if len(v_merges) != 1:
        return None
    v_merge = v_merges[0]
    return v_merge","vMerge is what docx uses to denote that a table cell is part of a rowspan.  The first cell to have a vMerge is the start of the rowspan, and the vMerge  will be denoted with 'restart'. If it is anything other than restart then  it is a continuation of another rowspan.","(_( ( the _ for will hasformat self a an all.Thes of and to in on,' not get C index-namepath thatRetrieve None corresponding= re C withSetCalculatereplacer'",16.955611320947455
"summarize: def RegisterFreeformKey(cls, key, name, mean=b""com.apple.iTunes""):
        """"""
        """"""
        atomid = b""----:"" + mean + b"":"" + name

        def getter(tags, key):
            return [s.decode(""utf-8"", ""replace"") for s in tags[atomid]]

        def setter(tags, key, value):
            tags[atomid] = [utf8(v) for v in value]

        def deleter(tags, key):
            del(tags[atomid])

        cls.RegisterKey(key, getter, setter, deleter)",Register a text key.,"=_. thename to a'"""" Retrieve None( ( functions and of in forCalculateAddbuild or from-' anRunsreplace self allvaluesSet corresponding(): index, is aresummarize(_(' through",14.311536050569842
"summarize: def _group_report(self,group,name):
        """"""""""""

        if group:
            print '%s jobs:' % name
            for job in group:
                print '%s : %s' % (job.num,job)
            print
            return True",Report summary for a given job group.,s to for and the a an of from in_.liststrNoneFalseTruenpossysmainoldnewsubcompilesearchgroupgroupstagspropertiesunitsangle segment part parts piecesposidxcolrowpostsendqueryurlpathname,7.247289962965428
"summarize: def save_error(self, data, exception_info):
        """"""
         
        """"""
        # TODO: what to do with errors? Let it flow? Write to a log file?
        self.errors.append({'data': data,
                            'exception': ''.join(format_exception(*exception_info)),
                            })",Saves an error in the error list.,"s to for and the a an of from in_.().(),()) )))))))]))'))'])'],],]),},}:():):)):)),),)])}))})] scaleuse use this all any sum sorted list",9.593808104145223
"summarize: def child_parsers(self):
        """"""

        """"""
        children = CodeObjects(self.code)
        return [ByteParser(code=c, text=self.text) for c in children]",Iterate over all the code objects nested within this one.,"s and or for an a the to of in_.().].'].']'],'])'))))),)),)])]))]),],])]:]]:]):)):)))()))'))'),').'. sorted sum any all this use be",14.719950519002559
"summarize: def create_tfs_connection(url, token):
    """"""
    
    """"""
    if token is None:
        token = os.environ.get('TFS_API_TOKEN', None)

    tfs_credentials = BasicAuthentication('', token)
    tfs_connection = VssConnection(base_url=url, creds=tfs_credentials)
    return tfs_connection",Creates the TFS Connection Context,"s the a an of to for and or from in_.].'].().(),()) ))')'])'))]))])],]), joinjoin K G A by( ( typeend """"'all that",6.009932570947331
"summarize: def contents_url(self):
        """"""""""""
        loc = self.download_location
        return loc.base_uri + loc.location + loc.access_credential",Full URL to the dataset contents.,"= the alls and a of in_ ' RetrieveCalculatesummarizerers None(_((' ( to-'.isto for zesmography AddRunsokies through bimSetUpdatelicies """"""""""""ficiency ioctl=' argument",5.549406734450623
"summarize: def get_members(self, **query_params):
        '''
        
        '''
        members = self.get_members_json(self.base_uri,
                                        query_params=query_params)

        members_list = []
        for member_json in members:
            members_list.append(self.create_member(member_json))

        return members_list",Get all members attached to this organisation. Returns a list of    Member objects,"=_ a and the'"""" alls to. in or with Retrieve Runs None get this an of that summarize((' ( `None =,'- forzes through self on is ==""Calculateagename Add",15.478002832479836
"summarize: def total_seconds(td):
    """"""""""""
    if hasattr(td, 'total_seconds'):
        return td.total_seconds()

    ms = td.microseconds
    secs = (td.seconds + td.days * 24 * 3600)
    return (ms + secs * 10**6) / 10**6",Python 2.6 compatability,"=_ a s thename to. for of an (((' RunsRetrieve None get self not, and'- in'""""summarizeCalculatebuild or is onselfTrue all Set():Update through load fromThe",14.142097364630729
"summarize: def get_settings(self, client_name=None):
    '''

    '''
    settings = read_client_secrets()
    if client_name is not None and client_name in settings:
        return settings[client_name]           
    return settings","get all settings, either for a particular client if a name is provided,    or across clients.","=_ a and thes to forThename- Retrievesummarize None(_( ( '. all on in, of' or is): from thatCalculateAddRunsSetUpdatetimeformat selfself:Create kwargs through",15.322524871934148
"summarize: def __get_merge_notes(self, merge_id):
        """"""""""""

        notes = []

        group_notes = self.client.notes(GitLabClient.MERGES, merge_id)

        for raw_notes in group_notes:
            for note in json.loads(raw_notes):
                note_id = note['id']
                note['award_emoji_data'] = \
                    self.__get_note_award_emoji(GitLabClient.MERGES, merge_id, note_id)
                notes.append(note)

        return notes",Get merge notes,"=_ a s the. for of in all from Retrieve None('((** on andThename to,'""""RunsCalculate summarize throughSetzes associatedficiency(): self or is arerersmographyAddUpdatekwargs",12.962913371200754
"summarize: def get_authorization_server(self):
        """"""  """"""
        value = ''
        for key in ['authorization_uri', 'authorization']:
            value = self.get_value(key) or ''
            if value:
                break
        return value","Returns the URI for the authorization server if present, otherwise empty string.","s and the a an of to from for with in_.].'].']'],],]),]))])'))'])()) ))))))))),),'),'):()::! List Set Optional Iterable Dict TupleTuple or is ==!=",12.545878923515838
"summarize: def find_gui_and_backend(gui=None):
    """"""
    """"""

    import matplotlib

    if gui and gui != 'auto':
        # select backend based on requested gui
        backend = backends[gui]
    else:
        backend = matplotlib.rcParams['backend']
        # In this case, we need to find what the appropriate gui selection call
        # should be for IPython, so we can activate inputhook accordingly
        gui = backend2gui.get(backend, None)
    return gui, backend",Given a gui string return the gui and mpl backend.,"s the a an of to for and or from in_.].'].').'),),))) )())])]))]),],'],']']:()::! callable bool str unicode longboolintfloatNone6FalseTrueself self",9.334335491709533
"summarize: def create_admin_by_sis_id(self, sis_account_id, user_id, role):
        """"""
        
        """"""
        return self.create_admin(self._sis_id(sis_account_id), user_id, role)",Flag an existing user as an admin within the account sis id.,"s the all for_ of a and'.name to in an Retrieve ((('Update through or is'"""" RunsSetsummarizeCalculateReturnsAdddirsize arezes uests NoneBuildrersimlanelicies=",9.760235889616057
"summarize: def get_asana_task(self, asana_task_id):
        """"""""""""

        try:
            return self.asana.tasks.find_by_id(asana_task_id)
        except asana_errors.NotFoundError:
            return None
        except asana_errors.ForbiddenError:
            return None",Retrieves a task from asana.,"s and a the an of to from for in_.].'].']'],],]),]))])'])'))()) )))))])}))}}}.}'.},(),():: : / <= >=!= == < or is are",7.855642547196973
"summarize: def construct_publish_comands(additional_steps=None, nightly=False):
    ''''''
    publish_commands = (
        ['rm -rf dist']
        + (additional_steps if additional_steps else [])
        + [
            'python setup.py sdist bdist_wheel{nightly}'.format(
                nightly=' --nightly' if nightly else ''
            ),
            'twine upload dist/*',
        ]
    )

    return publish_commands",Get the shell commands we'll use to actually build and publish a package to PyPI.,"=_. thesname to not all and or with if (((**('formatself of a'""""build in,' forRuns Nonereplace beAddSetkwargs='file un) is from as / """"""""""""Updatemodel",15.52174328935498
"summarize: def save_authorization_code(self, client_id, code, request,
                                *args, **kwargs):
        """"""""""""
        log.debug(
            'Persist authorization code %r for client %r',
            code, client_id
        )
        request.client = request.client or self._clientgetter(client_id)
        self._grantsetter(client_id, code, request, *args, **kwargs)
        return request.client.default_redirect_uri",Persist the authorization code.,"s the all and_ to a for of- in an(('(_ ( type or with'"""" RetrievesummarizerersCalculateAddmographyRunsSet through fromTheparam this self data value methodzes vicParsesokies",6.629259089823181
"summarize: def show(self,index=None):
        """"""""""""

        index = self._get_index(index)
        if index is None:
            return

        print >>io.stdout, self.marquee('<%s> block # %s (%s remaining)' %
                           (self.title,index,self.nblocks-index-1))
        print >>io.stdout,(self.src_blocks_colored[index])
        sys.stdout.flush()",Show a single block on screen,"s the a an of to from for and in_.._.__().].'].']'],],]), componenta easy elifYearmanipCDRcrl"""":predicted Rd NbFragmentexposedParagraph bgp use ""('( ( `",6.752703206313047
"summarize: def load_dict(self, data, overwrite=False, auto_load_model=True):
        """"""
        
        """"""
        for k, v in data.items():
            if k not in self._elements.keys() and not auto_load_model:
                raise AttributeError(""Model {} is not loaded"".format(k))

            elif k not in self._elements.keys() and auto_load_model:
                self._load_model(k)

            attr = getattr(self, k)
            _load_dict(attr, v)",Load a dictionary into the model.,"dirid_ the and( (s '. to of for a or from,namekey in all RetrieveRuns None through-' an(_('(**Calculate fitAddSet get self on by thatUpdatemodeltime status",8.602437707409184
"summarize: def create_notebook_checkpoint(self, nb, path):
        """"""
        """"""
        b64_content = writes_base64(nb)
        with self.engine.begin() as db:
            return save_remote_checkpoint(
                db,
                self.user_id,
                path,
                b64_content,
                self.crypto.encrypt,
                self.max_file_size_bytes,
            )",Create a checkpoint of the current state of a notebook,"dirnames and or from an the a to for of in_ YearMonthalarmkeras Nb Bd cNone., d x( ( assert value self that if=",12.941620234550738
"summarize: def register_resources(self, **resources):
        """"""
        
        """"""
        for key, resource in resources.items():
            if key in self._resources:
                raise AlreadyExistsException('A Service for {} is already registered.'.format(key))

            self._init_resource(key, resource)",Register resources with the ResourceManager.,"dirfile_ s the of a that None all to. in forRetrieve('((** ( type with by and'- or fromThenameself'"""" summarize SetRunsCalculate='kwargs similar through self an",7.932737847780976
"summarize: def get_deployments(self, prefix=""""):
        """""" 
        """"""
        params = {""prefix"": prefix}
        return self.request(params=params, method=""get"").json()",This endpoint lists all deployments.,"s and for in to a the an of_.._.__ ____']'],],]),]))])'])'))()) ))))),)),)):):():: or is ==!= < <= >= 1",8.62938216826068
"summarize: def generic_api_view(injector):
    """"""""""""

    handler = create_handler(GenericAPIView, injector)
    apply_http_methods(handler, injector)
    apply_api_view_methods(handler, injector)
    apply_generic_api_view_methods(handler, injector)
    return injector.let(as_view=handler.as_view)",Create DRF generic class-based API view from injector class.,"s the for and a an of to from with in_.().].'].').). ))))'))])) Yearpnpac Nb Rd"""":""""' - ( (name'"""" [6 self, not=",9.16784045197209
"summarize: def pseudo_handler(self, signum, frame):
        """"""  """"""
        self.log.warn(""Received sigal {0} but system is already busy processing a previous signal, current frame: {1}"".format(signum, str(frame)))",Pseudo handler placeholder while signal is beind processed,"=_ a. the to of andsid,'"""" Retrieve ficiencyRunszessummarizeCalculateSet None value data in thatselfgetrunAdd((_ ( `-' forimlane Returns correspondingrerscensus through all",9.947094736552584
"summarize: def local_hardware_info():
    """"""
    """"""
    results = {
        'os': platform.system(),
        'memory': psutil.virtual_memory().total / (1024 ** 3),
        'cpus': psutil.cpu_count(logical=False) or 1
    }
    return results",Basic hardware information about the local machine.,"=_( ( the names to a all. of and' in, or from- for None load P is on an'""""format c:): withAddbuild)()('(_replace get self",14.44231804880026
"summarize: def patch(f):
    ''''''
    name = f.__name__
    Dataset.__hidden__[name] = f
    return f",Adds method f to the Dataset class,s the a an of to and or from for in_.._.__TrueFalseNone6812pathnameinfodebugwarningexceptionresultresponsetokenwordoperatorcharquotestylepromptbuffer self zipzip,6.965290196834349
"summarize: def dedup(stack: tuple) -> tuple:
    ''''''
    # Initializes with an accumulator and then reduces the stack with first match
    # deduplication.
    reducer = lambda x, y: x if y in x else x + (y,)
    return reduce(reducer, stack, tuple())",Remove duplicates from the stack in first-seen order.,"s to a the and or from for an of in_.._.__TrueFalseNone6valid [ [] {}({((([((_(**The- isisgetname132numbernumnr, indexindexvalue",11.639944305059515
"summarize: def patch_request_class(app, size=64 * 1024 * 1024):
    """"""
    
    """"""
    if size is None:
        if isinstance(app.request_class.__dict__['max_content_length'],
                      property):
            return
        size = app.config.get('MAX_CONTENT_LENGTH')
    reqclass = app.request_class
    patched = type(reqclass.__name__, (reqclass,),
                   {'max_content_length': size})
    app.request_class = patched","By default, Flask will accept uploads to an arbitrary size. While Werkzeug  switches uploads from memory to a temporary file when they hit 500 KiB,  it's still possible for someone to overload your disk space with a  gigantic file.",s to a the and or from for an of in_.liststrintfloatbooldtypeshape shape batchbatchmultiexport export readeritercallrequestqueryfindreplaceNoneFalseTruenpos os shutil click argparse errorserrors err error,20.147321044825198
"summarize: def get_enrollments_for_course_by_sis_id(self, sis_course_id, params={}):
        """"""
        
        """"""
        return self.get_enrollments_for_course(
            self._sis_id(sis_course_id, sis_field=""course""), params)",Return a list of all enrollments for the passed course sis id.,"s and a the an of to for from in_.._.__().(),()) )))))))()))'))'])])])) defaults dict, d data2 K('( ('"""" None 0- that into with all",13.299868396656036
"summarize: def readTuple(self, stream):
        """"""
        """"""
        length, symbol = self.decodePeek(stream.peek(self.maxLength))
        stream.pos += length
        return length, symbol","Read symbol from stream. Returns symbol, length.",s the a an of to from for and or in_.._.__intfloatbooldtypeshapesizeidnamepathindexinfodebugwarnwarningexceptionfutureaxesboundswindow 5 20 10TrueFalseNone681 self cls obj,6.458900505067169
"summarize: def is_namedtuple_like(x):
  """"""""""""
  try:
    for fn in x._fields:
      _ = getattr(x, fn)
    return True
  except AttributeError:
    return False",Helper which returns `True` if input is `collections.namedtuple`-like.,"=_. the to an allsdatafilerequest ( ( and of a in- for NoneRetrieveAdd """"""""""""format self or is','""""CalculateSet get moduleRunssummarizebuild fromself with ""('(): status",10.534014882254453
"summarize: def url(self, endpoint=''):
        """"""
        
        """"""
        if not endpoint.startswith('/'):
            endpoint = ""/"" + endpoint
        return self.protocol + ""://"" + self.hostname + endpoint",Get the base URL of the Remote.,=_ the an of for and or from ::! using by tos236FalseTruenpossysargvmodulesenvironjsondictstrformat,8.050574728699065
"summarize: def _append_zeros_if_too_small(self, value):
        """""" 
        """"""
        size_diff = len(value) - len(self.array)
        if size_diff:
            self.array = np.append(
                self.array, np.zeros(size_diff, dtype=self.array.dtype)
            )",Appends zeros to the points stored if the value we are trying to    fit is bigger,"dirnums the to a _.'of in andparam Retrieve Calculatelicies correspondingokiesRunssummarize None value data sizename', all `zesficiency beamographyisnum ioctlsively radixParseAdd(",13.346536942093348
"summarize: def bot(self):
        """""" """"""
        ret = self.bot_format % self.bot_connect.center(
            self.width, self.bot_pad)
        if self.right_fill:
            ret = ret.ljust(self.right_fill, self.bot_pad)
        if self.left_fill:
            ret = ret.rjust(self.left_fill, self.bot_pad)
        ret = ret.center(self.layer_width, self.bot_bck)
        return ret",Constructs the bottom line of the element,"=_ and a the of s'to in. all Retrieve None( ( [ through,name-' for CalculatesummarizeRuns representingSetUpdate=' / or is ==Theself thatzesrersAdd time",9.436148109544202
"summarize: def write(self, *pb2_obj):
        """"""
        """"""
        base = len(self._write_buff)

        for idx, obj in enumerate(pb2_obj):
            if self._buffer_size > 0 and \
                    (idx + base) != 0 and \
                    (idx + base) % self._buffer_size == 0:
                self.flush()
            self._write_buff.append(obj)

        if self._buffer_size == 0:
            self.flush()",Write a group of one or more protobuf objects to the file. Multiple    object groups can be written by calling this method several times    before closing stream or exiting the runtime context.,"=_ a the'""""s to in. of an from Retrieve None get this, all2'-Calculate throughRuns((_(' ( on withzesAddtimeresultstrself not = and""summarizeficiency corresponding representing",23.291261068470952
"summarize: def create_config_profile(msg_type):
    """"""
    
    """"""
    msg_type = msg_type.lower()

    if msg_type not in CONFIG.keys():
        raise UnsupportedMessageTypeError(msg_type)

    display_required_items(msg_type)

    if get_user_ack():
        profile_name = input(""Profile Name: "")
        data = get_data_from_user(msg_type)
        auth = get_auth_from_user(msg_type)
        configure_profile(msg_type, profile_name, data, auth)",Create a profile for the given message type.,"=_ a and thes to all default of in.'None Retrieve ((_('Calculatesummarizecreate for fromThevalue-is raise return tryficiency midtReturnszesliciesRunsmographyUpdateAdd """"""""""""values target self",9.177515698302749
"summarize: def finalize(self, remove_all_handlers=True):
        """"""""""""
        for tool in self._tools:
            tool.finalize()
        self._tools = []
        self._stdout_to_logger = None
        for config in (self._sp_config, self._mp_config):
            if hasattr(config, 'close'):
                config.close()
        self._sp_config = None
        self._mp_config = None
        if remove_all_handlers:
            self.tabula_rasa()","Finalizes the manager, closes and removes all handlers if desired.",times and or an a the to for of_ TrueFalseNone681sizeidnameinfodebugwarningwarnerrorcontentContentutfUTFuintsha sha username passwordpassword,11.920761375414369
"summarize: def process_scheduled_consumption(self, token):
        """"""
        """"""
        scheduled_retry = self._tokens_to_scheduled_consumption.pop(token)
        self._total_wait = max(
            self._total_wait - scheduled_retry['time_to_consume'], 0)",Processes a scheduled consumption request that has completed,"=_ a thes to. an allname-Retrieve Calculate((' ( valid self and of' in'"""" ficiency viclicies through NoneSetRunssummarizetimeformat forellarUpdatezesAddbuild or with /kwargs",13.970274107945643
"summarize: def check_for_cancelled_events(self, d):
        """"""""""""
        for event in self.events:
            for cn in event.cancellations.all():
                if cn.date == d:
                    event.title += ' (CANCELLED)'",Check if any events are cancelled on the given date 'd'.,"=_. thename to all andsrg( ( an of a' in, or from - None('(_():: notfileindex =' ""format c on is arevaluesSet get CidTrue'""""kwargs",11.275460589578485
"summarize: def open_graph(self, **args):
        """"""
        """"""
        self._stream.write(""%sgraph:{\n"" % self._indent)
        self._inc_indent()
        self._write_attributes(GRAPH_ATTRS, **args)",open a vcg graph,=_ s to for and the a an of with from in all max minminmaxindexpathname strstrNoneTrue self eff UPDATEknownsysargvversions():: processing another multiple desired center geometry coordinate latitude date,4.930732202725113
"summarize: def find(ns_qualified_sym: sym.Symbol) -> ""Optional[Var]"":
        """"""""""""
        ns = Maybe(ns_qualified_sym.ns).or_else_raise(
            lambda: ValueError(
                f""Namespace must be specified in Symbol {ns_qualified_sym}""
            )
        )
        ns_sym = sym.symbol(ns)
        name_sym = sym.symbol(ns_qualified_sym.name)
        return Var.find_in_ns(ns_sym, name_sym)",Return the value currently bound to the name in the namespace specified    by `ns_qualified_sym`.,"((_(( fors_ thename to a of and' all. - not or from in anRetrieve= = zesRunscreateget newCalculatemodel corresponding Nonereplace """"""""""""dirfile user, on is'that",14.314190152818057
"summarize: def seek(self,index):
        """"""""""""
        if index<0:
            index = self.nblocks + index
        self._validate_index(index)
        self.block_index = index
        self.finished = False",Move the current seek pointer to the given block.,"s to for and the a an of in_.().(),()) )))))))]))'))'])])]), componenta G AAdomain by De ab null from use beNoneFalse( (r or is with not",8.408759068355478
"summarize: def replace(self, **kwargs):
        '''
        
        '''
        data = {
            'model': self._model,
            'filters': self._filters,
            'order_by': self._order_by,
            'limit': self._limit,
            'select': self._select,
        }
        data.update(**kwargs)
        return Query(**data)","Copy the Query object, optionally replacing the filters, order_by, or    limit information on the copy. This is mostly an internal detail that    you can ignore.","=_. the to andsnameiddata( that with of, aThevalue Retrieve summarize None get this an by or is in for throughAdd():: all2 from'-',(_(' (",21.627998733348097
"summarize: def select_offer(self):
        """"""

        """"""
        logger.debug('Selecting offer.')
        pkt = self.offers[0]
        self.client.handle_offer(pkt)",Select an offer from the offers received.,"dirnum s and the a an of to from for in_.().].'].']'],],]),]))])'])'))'))))),)),)])}))})):):():: or all this empty required headers body531",12.648483277448532
"summarize: def strsplit(self, pattern):
        """"""
        
        """"""
        fr = H2OFrame._expr(expr=ExprNode(""strsplit"", self, pattern))
        fr._ex._cache.nrows = self.nrow
        return fr",Split the strings in the target column on the given regular expression pattern.,=_ s the a an of to for and or from strstrfilenameidpath Year samp Rd Nb. with by in- thatUpdate(_((' ( which path data output assert value self not,12.263099887457566
"summarize: def surface_area(self):
        
        """"""
        return [self.atomic_sa(i) for i in range(len(self.rads))]","r""""""Calculate all atomic surface area.","s and or for the a an of to from in_.._.__intfloatbooldtypekind')))))))]))'))'])])],'],']'].].:]]:']:policies { {} [] [ [' (' '_ '. '",6.886042707923778
"summarize: def transform(self, a, b, c, d, e, f):
        """"""  
        """"""
        a0, b0, c0, d0, e0, f0 = self._currentMatrix
        self._currentMatrix = (a0 * a + c0 * b, b0 * a + d0 * b,
                               a0 * c + c0 * d, b0 * c + d0 * d,
                               a0 * e + c0 * f + e0, b0 * e + d0 * f + f0)
        a1, b1, c1, d1, e1, f1 = self._currentMatrix
        self.session._out('%.2f %.2f %.2f %.2f %.2f %.2f cm' % (a1, b1, c1, d1, e1, f1), self.page)",Adjust the current transformation state of the current graphics state    matrix. Not recommended for the faint of heart.,"((_ ( the to for through as _ all., of andnamepath an or from in' with None use on'get listUpdatebuild -AddSet /Runsformat c thatreplacemodel kwargssummarize=",22.24089284976474
"summarize: def kind(self):
        ''''''
        optics = [
            Equality,
            Isomorphism,
            Prism,
            Review,
            Lens,
            Traversal,
            Getter,
            Setter,
            Fold,
        ]
        for optic in optics:
            if self._is_kind(optic):
                return optic",Returns a class representing the 'kind' of optic.,((_(-(( (: the all to. _ in andsnamepath an that with by for or this a c value source 1listfilelinevalue None 0 self cls through contains is not,9.090895508305884
"summarize: def translate_symbol(self, in_symbol: str) -> str:
        """"""  """"""
        # read all mappings from the db
        if not self.symbol_maps:
            self.__load_symbol_maps()
        # translate the incoming symbol
        result = self.symbol_maps[in_symbol] if in_symbol in self.symbol_maps else in_symbol

        return result",translate the incoming symbol into locally-used,"s and in to for the a an of_.].'].').'),),)))())])'])'))])))])}))}}:():): ): pass break continue- is or all this your zipzipintfloat float int",8.322898562798457
"summarize: def random_adjspecies_pair(maxlen=None, prevent_stutter=True):
    """"""
    
    """"""
    while True:
        pair = _random_adjspecies_pair()
        if maxlen and len(''.join(pair)) > maxlen:
            continue
        if prevent_stutter and pair[0][-1] == pair[1][0]:
            continue
        return pair","Return an ordered 2-tuple containing a species and a describer.  The letter-count of the pair is guarantee to not exceed `maxlen` if  it is given. If `prevent_stutter` is True, the last letter of the  first item of the pair will be different from the first letter of  the second item.",retrieve determine support this an of tos and or from ? by using for in a the all any contains is indexindex dfdfFalseTrueNone68134readsplitencodedecode encoding,17.679976295730242
"summarize: def admin(request):
    """"""""""""
    context = {
        'api_url': settings.API_URL,
        'app_js_bundle': 'manager-%s.js' % dispatch.__version__,
        'app_css_bundle': 'manager-%s.css' % dispatch.__version__
    }
    
    return render_to_response('manager/index.html', context)",Render HTML entry point for manager app.,s the a an of to for and or from in_.._.__TrueFalseNone6812459ZzynsContextManagerFactoryServiceResponseResultCountIdIDNmaxsizeidnamepathindexvalue,9.463538128845197
"summarize: def main():
    '''
    
    '''
    args      = command_line()
    translate = partial(translator, args.source, args.dest,
                        version=' '.join([__version__, __build__]))

    return source(spool(set_task(translate, translit=args.translit)), args.text)",Main Entry point for translator and argument parser,"=_ a and thes ` to of. in all from Retrieve(('(_Calculatesummarize None get this,): for okiesRunsTakeAddSetzes through-'Theself is'"""" """"""""""""uestsimlaneUpdateReturns",8.25542691477971
"summarize: def on_close(self, *args, **kwargs):
        """"""""""""
        if self.connection is not None:
            del self.pgworker.connections[self.connection.pk]
            self.connection.delete()
            self.connection = None
        signals.request_finished.send(sender=self.__class__)
        safe_call(self.logger.info, '- %s %s', self, args or 'CLOSE')",Handle closing of websocket connection.,"s the and for in to a an of_.].'].().').'),'))'])()) )))))])])) G [ []Noneself - from('( ( This project name model self or on not=",10.874758910321852
"summarize: def create_venv_with_package(packages):
    """"""
    """"""
    with tempfile.TemporaryDirectory() as tempdir:
        myenv = create(tempdir, with_pip=True)
        pip_call = [
            myenv.env_exe,
            ""-m"",
            ""pip"",
            ""install"",
        ]
        subprocess.check_call(pip_call + ['-U', 'pip'])
        if packages:
            subprocess.check_call(pip_call + packages)
        yield myenv",Create a venv with these packages in a temp dir and yielf the env.,"=_ a.s thename to for of in all from(('(_ Retrievesummarize corresponding None value with into by- and'""""Calculate okies rersSetzesRuns MultipartAdd(): anmographykwargs get self status",13.381664661033357
"summarize: def get_evaluations(self, prefix=None):
        """""" 
        """"""
        params = {""prefix"": prefix}
        return self.request(method=""get"", params=params).json()",Lists all the evaluations.,"s and the a an of to from for with in_.().].'].').'),'))'])()) )))))))]))]),],'],']']:():: or all this using by when since days monthmonthday day date",7.224760177328293
"summarize: def apply_config(self, applicator):
        """"""
        
        """"""
        if type(self._fpath) == str:
            self._fpath = applicator.apply(self._fpath)",Replace any config tokens in the file's path with values from the config.,"s to for and the a an of from in_.().(_((*(**, data path name=: or but' alltonamekeypathselfNone6 new get self'"""" ("" None",17.878613893397286
"summarize: def show_guestbook():
    """"""""""""
    cursor = flask.g.db.execute(
        'SELECT name, message FROM entry ORDER BY id DESC;')
    entries = [{'name': row[0], 'message': row[1]} for row in cursor.fetchall()]
    return jinja2.Template(LAYOUT).render(entries=entries)",Returns all existing guestbook records.,"=_ a. thesname to for of all data RetrieveCalculate((' ( [ Runs(): with in', and'"""" zes throughsummarizeAdd NonedirSet /Updatemodel Raisekwargsformat self or should",4.750891952083246
"summarize: def save_variable_bigdl(tensors, target_path, bigdl_type=""float""):
    """"""
    
    """"""
    import numpy as np
    jtensors = {}
    for tn in tensors.keys():
        if not isinstance(tensors[tn], np.ndarray):
            value = np.array(tensors[tn])
        else:
            value = tensors[tn]
        jtensors[tn] = JTensor.from_ndarray(value)
        
    callBigDlFunc(bigdl_type, ""saveTensorDictionary"", jtensors, target_path)","Save a variable dictionary to a Java object file, so it can be read by BigDL",s to a the an of for and or from in_.._.__intfloatbooldtypeshape shape batchbatchmulti&?MHIE E H A gridgridrecinfodebugwarningwarnexceptionerrormessagetemplateobjectself,11.955016187283581
"summarize: def artists(self, spotify_ids):
        """"""
        """"""
        route = Route('GET', '/artists')
        payload = {'ids': spotify_ids}
        return self.request(route, params=payload)",Get a spotify artists by their IDs.,"=: the to andsname_. an ofRetrieve vic radixApply ( None get this, a in for from or is are modelCalculateSetRuns():):format self'"""" throughsivelyAddUpdate associatedreplacequery",3.889077750678683
"summarize: def decode_base64(data):
    """"""
    

    """"""
    data = bytes(data, encoding=""ascii"")
    missing_padding = len(data) % 4
    if missing_padding != 0:
        data += b'=' * (4 - missing_padding)
    return base64.b64decode(data)","Decodes a base64 string, with padding being optional","s the a an of to from for and in_.].'].').'),),)),)])))) )())'])'))]))]),],'],']']:():: or is contains any all this use include allow preserve replace quote fill",9.429363887448305
"summarize: def get_directory(self):
        """""" 
        """"""
        dirname = os.path.dirname(self.filename)
        if dirname:
            return Directory(dirname)
        else:
            return None",Returns the directory where the file is placed in or None if the    path to the file doesn't contain a directory,"s and the a an of in to from for_.().(),()) )))))))]))'))'])'],],]),},}))])),)),)):):():: or is == < <= >=!= & | stdout stderr stream",14.716719675022647
"summarize: def burn(self):
		""""""
		
		""""""
		if not self.data:
			raise ValueError(""No data available"")

		if hasattr(self, 'calculations'):
			self.calculations()

		self.start_svg()
		self.calculate_graph_dimensions()
		self.foreground = etree.Element(""g"")
		self.draw_graph()
		self.draw_titles()
		self.draw_legend()
		self.draw_data()
		self.graph.append(self.foreground)
		self.render_inline_styles()

		return self.render(self.root)",Process the template with the data and		config which has been set and return the resulting SVG.,=_ the a and in s'to. of forRetrieve None(' (((**namekey'add `CalculateRuns beredsummarizezes throughtimedate all from- or is anliciesSet vicimlane /,18.472802513776895
"summarize: def match(self, *args):
        """"""
        
        """"""
        if not args:
            raise SyntaxError('cannot case empty pattern.')

        return self.match_args(self._value, args)",Indicate whether or not to enter a case suite.,"=_ a. the to allsself'""""Retrieve None value data, in an of or with ficiencyrers((_(' ( ` assert and- for into from':%okiesCalculateSetzesAdd through",7.430478808233923
"summarize: def sv_variant(institute_id, case_name, variant_id):
    """"""""""""
    data = controllers.sv_variant(store, institute_id, case_name, variant_id)
    return data",Display a specific structural variant.,"s the a an of to for and or from in_.._.__TrueFalseNone635 compatible occurredsslverify verify auth retry stepstepprogress fn dir chain find determine know r, duration=",10.464017551885254
